Could not get preview image information. Please check your connection and try again.,Could not get preview image information. Please check your connection and try again.
Add Video,Add Video
Delete video,Delete video
Title:,Title:
Uploaded:,Uploaded:
Uploader:,Uploader:
Duration:,Duration:
Unable to save address. Please check input data.,Unable to save address. Please check input data.
Cart %1 doesn't contain products,Cart %1 doesn't contain products
Could not apply coupon code,Could not apply coupon code
Coupon code is not valid,Coupon code is not valid
Could not delete coupon code,Could not delete coupon code
Cannot assign customer to the given cart. You don't have permission for this operation.,Cannot assign customer to the given cart. You don't have permission for this operation.
The requested Payment Method is not available.,Заявеният метод на плащане не е наличен.
We found an invalid request for adding product to quote.,We found an invalid request for adding product to quote.
This is the wrong quote item id to update configuration.,This is the wrong quote item id to update configuration.
"This shipping method is not available. To use this shipping method, please contact us.","This shipping method is not available. To use this shipping method, please contact us."
The address model is not defined.,The address model is not defined.
"                    \Magento\Quote\Model\Quote\Address\Total\AbstractTotal.""","The address total model should be extended from
"
Grand Total,Общо
Shipping & Handling (%1),Shipping & Handling (%1)
Shipping & Handling,Опаковане и доставка
We found an invalid item option format.,We found an invalid item option format.
An item option with code %1 already exists.,An item option with code %1 already exists.
Item qty declaration error,Item qty declaration error
Some of the products below do not have all the required options.,Some of the products below do not have all the required options.
Something went wrong during the item options declaration.,Something went wrong during the item options declaration.
We found an item options declaration error.,We found an item options declaration error.
Some of the selected options are not currently available.,Some of the selected options are not currently available.
Selected option(s) or their combination is not currently available.,Selected option(s) or their combination is not currently available.
Some item options or their combination are not currently available.,Some item options or their combination are not currently available.
Cart %1 does not contain item %2,Cart %1 does not contain item %2
Could not save quote,Could not save quote
Cart %1 doesn't contain item  %2,Cart %1 doesn't contain item  %2
Could not remove item from quote,Could not remove item from quote
The qty value is required to update quote item.,The qty value is required to update quote item.
Minimum order amount is %1,Minimum order amount is %1
Invalid customer id %1,Invalid customer id %1
Invalid address id %1,Invalid address id %1
Invalid customer address id %1,Invalid customer address id %1
Cannot create quote,Cannot create quote
Cannot assign customer to the given cart. The cart belongs to different store.,Cannot assign customer to the given cart. The cart belongs to different store.
Cannot assign customer to the given cart. The cart is not anonymous.,Cannot assign customer to the given cart. The cart is not anonymous.
Cannot assign customer to the given cart. Customer already has active cart.,Cannot assign customer to the given cart. Customer already has active cart.
Only 1 shipping assignment can be set,Only 1 shipping assignment can be set
This item price or quantity is not valid for checkout.,This item price or quantity is not valid for checkout.
Please check the shipping address information. %1,Please check the shipping address information. %1
Please specify a shipping method.,Please specify a shipping method.
Please check the billing address information. %1,Please check the billing address information. %1
Please select a valid payment method.,Please select a valid payment method.
Store Credit,Кредит
Cart contains virtual product(s) only. Shipping address is not applicable.,Cart contains virtual product(s) only. Shipping address is not applicable.
Shipping address not set.,Shipping address not set.
Cannot set shipping method. %1,Cannot set shipping method. %1
Cart contains virtual product(s) only. Shipping method is not applicable.,Cart contains virtual product(s) only. Shipping method is not applicable.
error123,error123
error345,error345
New Accounts,Нови профили
Customers by number of orders,Клиенти по брой поръчки
Customers by Orders Total,Клиенти по суми на поръчки
Date Used,Date Used
Period,Период
Empty Rows,Празни редове
Invalid date specified,Invalid date specified
We can't find records for this period.,We can't find records for this period.
Show Reviews,Покажи мнения
Products Report,Справка за продукти
Downloads,Изтегляния
Link,Връзка
Purchases,Полупки
CSV,CSV
Excel XML,Excel XML
Low stock,Ниска наличност
Products Ordered,Поръчани продукти
Most Viewed,Най-преглеждани
Show Report,Покажи справка
Interval,Interval
Refresh Statistics,Опресни статистики
Customers Reviews,Мнения на клиенти
Reviews for %1,Reviews for %1
Detail,Детайл
Products Reviews,Мнения за продукти
Products Bestsellers Report,Справка за най-продавани продукти
Order Quantity,Order Quantity
Coupons Usage Report,Справка за употреба на талони за отстъпка
Coupon Code,Coupon Code
Price Rule,Price Rule
Uses,Uses
Sales Subtotal,Sales Subtotal
Sales Discount,Отстъпки
Sales Total,Общо
Total Invoiced vs. Paid Report,Справка общо фактурирани срещу платени
Invoiced Orders,Invoiced Orders
Total Invoiced,Общо фактурирано
Paid Invoices,Paid Invoices
Unpaid Invoices,Unpaid Invoices
Total Refunded Report,Справка общо върнато по сторно
Refunded Orders,Refunded Orders
Total Refunded,Общо върнато по сторно
Online Refunds,Online Refunds
Offline Refunds,Offline Refunds
Total Ordered Report,Справка общо поръчано
Sales Items,Артикули
Profit,Печалба
Paid,Платено
Sales Tax,Данък
Sales Shipping,Доставка
Total Shipped Report,Справка общо доставено
Carrier/Method,Куриер/Метод
Total Sales Shipping,Общо доставки по продажби
Total Shipping,Общо доставки
Order Taxes Report Grouped by Tax Rate,Справка за данъци на поръчки групирани по данъчна ставка
Rate,Ставка
Tax Amount,Tax Amount
Abandoned carts,Изоставени колички
Applied Coupon,Приложен талон
IP Address,IP адрес
Items in Cart,Продукти в количка
Products in carts,Продукти в колички
Carts,Колички
Wish Lists,Wish Lists
Wish List Purchase,Wish List Purchase
Wish List vs. Regular Order,Wish List vs. Regular Order
Times Deleted,Times Deleted
Index type is not valid,Index type is not valid
"Last updated: %1. To refresh last day's <a href=""%2"">statistics</a>, click <a href=""%3"">here</a>.","Last updated: %1. To refresh last day's <a href=""%2"">statistics</a>, click <a href=""%3"">here</a>."
New Accounts Report,New Accounts Report
Customers by Number of Orders,Клиенти по брой поръчки
Order Count Report,Order Count Report
Order Total Report,Order Total Report
Downloads Report,Downloads Report
Low Stock,Ниска наличност
Low Stock Report,Low Stock Report
Ordered Products Report,Ordered Products Report
Products Most Viewed Report,Products Most Viewed Report
Product Views Report,Product Views Report
An error occurred while showing the product views report. Please review the log and try again.,An error occurred while showing the product views report. Please review the log and try again.
Review,Мнение
Reviews,Мнения
Customers Report,Справки по клиенти
Customer Reviews Report,Customer Reviews Report
Product Reviews Report,Product Reviews Report
Product Reviews,Мнения за продукт
Details,Детайли
Bestsellers Report,Bestsellers Report
Coupons,Ваучери
Coupons Report,Coupons Report
Invoice Report,Invoice Report
Refunds Report,Refunds Report
Sales Report,Справки продажби
Orders Report,Orders Report
Shipping Report,Shipping Report
Tax Report,Tax Report
Abandoned Carts,Изоставени колички
Customer Shopping Carts,Клиентски пазарски колички
Products in Carts,Продукти в пазарски колички
Statistics,Статистики
No report code is specified.,No report code is specified.
You refreshed lifetime statistics.,You refreshed lifetime statistics.
Recent statistics have been updated.,Последните статистики бяха обновени.
We can't refresh recent statistics.,We can't refresh recent statistics.
The product type filter specified is incorrect.,The product type filter specified is incorrect.
Order Taxes Report Grouped by Tax Rates,Справка за данъци на поръчка групирани по данъчни ставки
Total Invoiced VS Paid Report,Справка общо фактурирано срещу общо платено
Promotion Coupons Usage Report,Справка за употреба на промоционални талони
Most Viewed Products Report,Most Viewed Products Report
Show By,Покажи по
Customers that have Wish List: %1,Customers that have Wish List: %1
Number of Wish Lists: %1,Number of Wish Lists: %1
Number of items bought from a Wish List: %1,Number of items bought from a Wish List: %1
Number of times Wish Lists have been shared (emailed): %1,Number of times Wish Lists have been shared (emailed): %1
Number of Wish List referrals: %1,Number of Wish List referrals: %1
Number of Wish List conversions: %1,Number of Wish List conversions: %1
Show Report For:,Show Report For:
Recently Viewed,Последно разглеждани
Recently Compared,Последно сравнявани
Save Review,Запиши мнение
New Review,Ново мнение
Review Details,Информация за мнение
Product Rating,Оценка на продукт
Nickname,Име/Псевдоним
Summary of Review,Обобщение на мнение
Save and Previous,Save and Previous
Save and Next,Save and Next
Delete Review,Изтрий мнение
Edit Review '%1',Edit Review '%1'
Administrator,Администратор
Author,Author
Summary Rating,Обща оценка
Detailed Rating,Подробен рейтинг
Update Status,Обнови статус
Pending Reviews of Customer `%1`,Pending Reviews of Customer `%1`
Pending Reviews,Мнения в изчакване
All Reviews of Product `%1`,All Reviews of Product `%1`
All Reviews,Всички мнения
Product Store Name,Product Store Name
Manage Ratings,Управление на гласувания
Add New Rating,Добавяне на нов рейтинг
Save Rating,Съхраняване на рейтинг
Delete Rating,Изтриване на рейтинг
Edit Rating #%1,Edit Rating #%1
New Rating,Нов рейтинг
Rating Title,Заглавие на рейтинг
Rating Visibility,Видимост на рейтинг
Is Active,Is Active
Rating Information,Рейтинг информация
Pending product review(s),Pending product review(s)
"Product: <a href=""%1"" target=""_blank"">%2</a> <br/>","Product: <a href=""%1"" target=""_blank"">%2</a> <br/>"
Summary of review: %1 <br/>,Summary of review: %1 <br/>
Review: %1 <br/>,Review: %1 <br/>
Store: %1 <br/>,Store: %1 <br/>
"Click <a href=""%1"">here</a> to see the review.","Click <a href=""%1"">here</a> to see the review."
"Product: ""%1"" reviewed by: %2","Product: ""%1"" reviewed by: %2"
Pending Reviews RSS,"RSS за отзиви, очакващи одобрение"
Reviews %1,Reviews %1
The review has been deleted.,The review has been deleted.
Something went wrong  deleting this review.,Something went wrong  deleting this review.
Customer Reviews,Отзиви от клиенти
Edit Review,Редактирай отзив
We can't retrieve the product ID.,We can't retrieve the product ID.
Please select review(s).,Моля изберете отзив(и).
Something went wrong while deleting these records.,Something went wrong while deleting these records.
Something went wrong while updating these review(s).,Something went wrong while updating these review(s).
You saved the review.,You saved the review.
Something went wrong while saving this review.,Something went wrong while saving this review.
The review was removed by another user or does not exist.,Отзивът е изтрит от друг потребител или не съществува.
You deleted the rating.,You deleted the rating.
Ratings,Ratings
You saved the rating.,You saved the rating.
My Product Reviews,Моите отзиви
Cannot initialize product,Cannot initialize product
You submitted your review for moderation.,Вие изпратихте вашия отзив и той ще бъде прегледана от модератор
We can't post your review right now.,We can't post your review right now.
Storage key was not set,Storage key was not set
Approved,Одобрен
Not Approved,Не е одобрен
Please enter a review summary.,Please enter a review summary.
Please enter a nickname.,Please enter a nickname.
Please enter a review.,Please enter a review.
Rating isn't Available,Неналичен рейтинг
"Please specify a rating title for a store, or we'll just use the default value.","Please specify a rating title for a store, or we'll just use the default value."
Assigned Options,Налични опции
Option Title:,Опция заглавие:
Rating,Rating
See Details,See Details
You have submitted no reviews.,Не сте изпратили никакви отзиви.
My Recent Reviews,Моите последни отзиви
View All,Виж всичко
Average Customer Rating:,Средно гласуване на клиент:
Your Review,Your Review
Submitted on %1,Изпратен на %1
Back to My Reviews,Обратно към Моите отзиви
Ratings Review Summary,Ratings Review Summary
Be the first to review this product,Дайте първия отзив за този продукт
Write Your Own Review,Напишете своя отзив
You're reviewing:,Вашият отзив за:
Your Rating,Your Rating
%1 %2,%1 %2
Submit Review,Изпрати отзив
"Only registered users can write reviews. Please <a href=""%1"">Sign in</a> or <a href=""%2"">create an account</a>","Only registered users can write reviews. Please <a href=""%1"">Sign in</a> or <a href=""%2"">create an account</a>"
Add Your Review,Добавете вашия отзив
%1 Review(s),%1 отзив(а)
Review by,Отзив от
Posted on,Публикуван на
Back to Main Product Info,Обратно към основна информация за продукт
Average Customer Rating,Средно гласуване на клиент
Product Rating:,Оценка на продукт:
Product Review (submitted on %1):,Отзив за продукт (изпратен на %1):
Back to Product Reviews,Обратно към отзиви за продукта
Feed,Feed
Miscellaneous Feeds,Бюлетин - разни
Get Feed,Вземете бюлетин
Apply,Приложи
Please choose a valid discount amount.,Please choose a valid discount amount.
End Date must follow Start Date.,End Date must follow Start Date.
Please specify Customer Groups.,Please specify Customer Groups.
to,до
by,по
Please choose an action to add.,Please choose an action to add.
Perform following actions,Извърши следните действия
is,е
is not,не е
equals or greater than,равно или по-голямо
equals or less than,равно или по-малко
greater than,по-голямо
less than,по-малко
contains,съдържа
does not contain,не съдържа
is one of,е едно от
is not one of,не е едно от
ALL,ВСИЧКИ
ANY,НЯКОЕ
TRUE,ВЯРНО
FALSE,НЕВЯРНО
If %1 of these conditions are %2:,If %1 of these conditions are %2:
Open Chooser,Отвори избор
Unknown condition operator,Unknown condition operator
"There is no information about associated entity type ""%1"".","There is no information about associated entity type ""%1""."
Cart Price Rules,Cart Price Rules
Are you sure you want to delete this?,Are you sure you want to delete this?
Apply the rule only to cart items matching the following conditions (leave blank for all items).,Apply the rule only to cart items matching the following conditions (leave blank for all items).
Apply To,Приложи към
Apply the rule only if the following conditions are met (leave blank for all products).,Apply the rule only if the following conditions are met (leave blank for all products).
Manage Coupon Codes,Manage Coupon Codes
Coupon Qty,Coupon Qty
Code Length,Code Length
"Excluding prefix, suffix and separators.","Excluding prefix, suffix and separators."
Code Format,Code Format
Code Prefix,Code Prefix
Code Suffix,Code Suffix
Dash Every X Characters,Dash Every X Characters
If empty no separation.,If empty no separation.
Generate,Генерирай
Times Used,Times Used
Are you sure you want to delete the selected coupon(s)?,Are you sure you want to delete the selected coupon(s)?
Labels,Надписи
Store View Specific Labels,Специфични надписи за изглед на магазин
Rule,Rule
End,End
%1 - Discounts and Coupons,%1 - Discounts and Coupons
Coupons/Discounts,Талони/отстъпки
We can't delete the rule right now. Please review the log and try again.,We can't delete the rule right now. Please review the log and try again.
New Cart Price Rule,New Cart Price Rule
Rule is not defined,Rule is not defined
Invalid data provided,Invalid data provided
%1 coupon(s) have been generated.,%1 coupon(s) have been generated.
Something went wrong while generating coupons. Please review the log and try again.,Something went wrong while generating coupons. Please review the log and try again.
The wrong rule is specified.,The wrong rule is specified.
Alphanumeric,Alphanumeric
Alphabetical,Alphabetical
Numeric,Numeric
We cannot create the requested Coupon Qty. Please check your settings and try again.,We cannot create the requested Coupon Qty. Please check your settings and try again.
Specified rule does not allow coupons,Specified rule does not allow coupons
Specified rule only allows auto generated coupons,Specified rule only allows auto generated coupons
Specified rule does not allow auto generated coupons,Specified rule does not allow auto generated coupons
Error occurred when saving coupon: %1,Error occurred when saving coupon: %1
Discount (%1),Discount (%1)
Coupon with the same code,Coupon with the same code
No Coupon,Без талон
Specific Coupon,Специфичен талон
Can't acquire coupon.,Can't acquire coupon.
Total Items Quantity,Общо количество продукти
Total Weight,Общо тегло
Shipping Postcode,Пощ. код за доставка
Shipping Region,Регион за доставка
Shipping State/Province,Област/Щат за доставка
Shipping Country,Държава за доставка
Product attribute combination,Комбинация от атрибути на продукт
Products subselection,Подселекция от продукти
Conditions combination,Комбинация от условия
Cart Attribute,Атрибути на количка
Quantity in cart,Количество в количка
Price in cart,Цена в количка
Row total in cart,Сума на ред от количката
Cart Item Attribute,Атрибут за продукт в количката
FOUND,FOUND
NOT FOUND,NOT FOUND
If an item is %1 in the cart with %2 of these conditions true:,If an item is %1 in the cart with %2 of these conditions true:
total quantity,total quantity
total amount,total amount
If %1 %2 %3 for a subselection of items in cart matching %4 of these conditions:,If %1 %2 %3 for a subselection of items in cart matching %4 of these conditions:
Percent of product price discount,Отстъпка процент от цена на продукт
Fixed amount discount,фиксирана сума за отстъпка
Fixed amount discount for whole cart,фиксирана сума за отстъпка за цялата количка
Buy X get Y free (discount amount is Y),Купи X получи Y безплатно (сумата за отстъпка е Y)
Specified rule does not allow automatic coupon generation,Specified rule does not allow automatic coupon generation
Error occurred when generating coupons: %1,Error occurred when generating coupons: %1
Some coupons are invalid.,Some coupons are invalid.
Item totals are not set for the rule.,Item totals are not set for the rule.
"%1 Cart Price Rules based on ""%2"" attribute have been disabled.","%1 Cart Price Rules based on ""%2"" attribute have been disabled."
Entity Sequence profile not added to meta active profile,Entity Sequence profile not added to meta active profile
Not enough arguments,Not enough arguments
Credit Memos,Кредитни известия
Invoices,Фактури
We can't get the order instance right now.,We can't get the order instance right now.
Create New Order,Създай нова поръчка
Save Order Address,Save Order Address
Billing,Плащане
Edit Order %1 %2 Address,Edit Order %1 %2 Address
Order Address Information,Order Address Information
Please correct the parent block for this block.,Please correct the parent block for this block.
Submit Comment,Изпрати коментар
Submit Order,Изпрати поръчка
Are you sure you want to cancel this order?,"Сигурен ли сте, че искате да откажете тази поръчка?"
Order Comment,Коментар за поръчка
Please select a customer,Please select a customer
Create New Customer,Създай нов потребител
Edit Order #%1,Edit Order #%1
Create New Order for %1 in %2,Create New Order for %1 in %2
Create New Order in %1,Create New Order in %1
Create New Order for %1,Create New Order for %1
Create New Order for New Customer,Създай нова поръчка за нов потребител
Items Ordered,Поръчани артикули
This product is disabled.,This product is disabled.
Buy %1 for price %2,Buy %1 for price %2
Item ordered qty,Поръчано кол.
%1 with %2 discount each,%1 with %2 discount each
%1 for %2,%1 for %2
* - Enter custom price including tax,* - Въведете друга цена с включен данък
* - Enter custom price excluding tax,* - Въведете друга цена без данък
This product does not have any configurable options,This product does not have any configurable options
Please select products,Please select products
Add Selected Product(s) to Order,Добави избрания продукт(и) към поръчката
Update Changes,Обнови промените
Are you sure you want to delete all items from shopping cart?,Are you sure you want to delete all items from shopping cart?
Products in Comparison List,Продукти в списък за сравнение
Recently Compared Products,Последно сравнени продукти
Recently Viewed Products,Последно разглеждани
Last Ordered Items,Последно поръчани
Wish List,Wish List
Please select a store,Please select a store
Order Totals,Суми на поръчка
Shipping Incl. Tax (%1),Shipping Incl. Tax (%1)
Shipping Excl. Tax (%1),Shipping Excl. Tax (%1)
New Credit Memo for Invoice #%1,New Credit Memo for Invoice #%1
New Credit Memo for Order #%1,New Credit Memo for Order #%1
Refund Shipping (Incl. Tax),Сторно доставка (вкл. данък)
Refund Shipping (Excl. Tax),Сторно доставка (без данък)
Refund Shipping,Сторно доставка
Update Qty's,Update Qty's
Refund,Сторнирай
Refund Offline,Сторно офлайн
Paid Amount,Платена сума
Refund Amount,Сторно сума
Shipping Amount,Shipping Amount
Shipping Refund,Връщане на сума за доствака
Order Grand Total,Крайна сума на поръчката
Adjustment Refund,Връщане пари за настройване
Adjustment Fee,Такса за настройване
Send Email,Изпрати имейл
Are you sure you want to send a credit memo email to customer?,Are you sure you want to send a credit memo email to customer?
Print,Печат
The credit memo email was sent.,The credit memo email was sent.
The credit memo email wasn't sent.,The credit memo email wasn't sent.
Credit Memo #%1 | %3 | %2 (%4),Credit Memo #%1 | %3 | %2 (%4)
Total Refund,Общо сторнирано
New Invoice and Shipment for Order #%1,New Invoice and Shipment for Order #%1
New Invoice for Order #%1,New Invoice for Order #%1
Submit Invoice and Shipment,Изпрати фактура и информация за доставка
Submit Invoice,Изпрати фактура
Are you sure you want to send an invoice email to customer?,Are you sure you want to send an invoice email to customer?
Credit Memo,Разписка за връщане
Capture,Прихващане
The invoice email was sent.,The invoice email was sent.
The invoice email wasn't sent.,The invoice email wasn't sent.
Invoice #%1 | %2 | %4 (%3),Invoice #%1 | %2 | %4 (%3)
Invalid parent block for this block,Невалиден по-горен блок за този блок
Order Statuses,Order Statuses
Create New Status,Създай нов статус
Assign Status to State,Assign Status to State
Save Status Assignment,Save Status Assignment
Assign Order Status to State,Assign Order Status to State
Assignment Information,Assignment Information
Order State,Order State
Use Order Status As Default,Use Order Status As Default
Visible On Storefront,Visible On Storefront
Edit Order Status,Edit Order Status
Save Status,Save Status
New Order Status,Нов статус на поръчката
Order Status Information,Order Status Information
Status Code,Статус код
Status Label,Status Label
Total Paid,Total Paid
Total Due,Total Due
Are you sure you want to send an order email to customer?,Are you sure you want to send an order email to customer?
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you want to continue?","This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you want to continue?"
Are you sure you want to void the payment?,Сигурен ли сте че искате да анулирате плащането?
Hold,Задръж
hold,hold
Unhold,Премахни в изчакване
unhold,unhold
Are you sure you want to accept this payment?,"Сигурен ли сте, че искате да приемете плащането?"
Accept Payment,Одобри плащане
Are you sure you want to deny this payment?,"Сигурен ли сте, че искате да отхвърлите плащането?"
Deny Payment,Забрани плащане
Get Payment Update,Обновяване за плащане
Invoice and Ship,Фактура и доставка
Invoice,Разписка
Ship,Достави
Reorder,Поръчай отново
Order # %1 %2 | %3,Order # %1 %2 | %3
"This order contains (%1) items and therefore cannot be edited through the admin interface. If you wish to continue editing, the (%2) items will be removed,  the order will be canceled and a new order will be placed.","This order contains (%1) items and therefore cannot be edited through the admin interface. If you wish to continue editing, the (%2) items will be removed,  the order will be canceled and a new order will be placed."
Are you sure? This order will be canceled and a new one will be created instead.,Are you sure? This order will be canceled and a new one will be created instead.
Save Gift Message,Запиши съобщение за подарък
Order Credit Memos,Кредитни известия за поръчка
Credit memo #%1 created,Credit memo #%1 created
Credit memo #%1 comment added,Credit memo #%1 comment added
Shipment #%1 created,Shipment #%1 created
Shipment #%1 comment added,Shipment #%1 comment added
Invoice #%1 created,Invoice #%1 created
Invoice #%1 comment added,Invoice #%1 comment added
Tracking number %1 for %2 assigned,Tracking number %1 for %2 assigned
Comments History,Архив коментари
Order History,Хронология на поръчката
Information,Информация
Order Information,Информация за поръчка
Order Invoices,Фактури за поръчката
Shipments,Доставки
Order Shipments,Доставки на поръчката
Transactions,Транзакции
Order View,Преглед на поръчка
Applies to Any of the Specified Order Statuses except canceled orders,Applies to Any of the Specified Order Statuses except canceled orders
Cart Price Rule,Cart Price Rule
Show Actual Values,Покажи действителни стойности
New Order RSS,Нова поръчка - RSS
Fetch,Извлечи
Transaction # %1 | %2,Transaction # %1 | %2
Key,Key
Value,Стойност
We found an invalid entity model.,We found an invalid entity model.
Order # %1,Order # %1
Back to My Orders,Обратно към моите поръчки
View Another Order,View Another Order
About Your Refund,About Your Refund
My Orders,Моите поръчки
Subscribe to Order Status,Абониране за статус на поръчка
About Your Invoice,About Your Invoice
Print Order # %1,Print Order # %1
Grand Total to be Charged,Общо за заплащане
Unassign,Unassign
You sent the message.,You sent the message.
Invoice capturing error,Invoice capturing error
This order no longer exists.,Тази поръчка вече не съществува.
Please enter a comment.,Please enter a comment.
We cannot add order history.,We cannot add order history.
You updated the order address.,You updated the order address.
We can't update the order address right now.,We can't update the order address right now.
You have not canceled the item.,You have not canceled the item.
You canceled the order.,You canceled the order.
"""%1"" coupon code was not applied. Do not apply discount is selected for item(s)","""%1"" coupon code was not applied. Do not apply discount is selected for item(s)"
"""%1"" coupon code is not valid.","""%1"" coupon code is not valid."
The coupon code has been accepted.,Кодът от талон за отстъпка беше приет.
Quote item id is not received.,Quote item id is not received.
Quote item is not loaded.,Quote item is not loaded.
New Order,Нова поръчка
Cannot add new comment.,Невъзможно е добавянето на нов коментар.
The credit memo has been canceled.,Кредитното известие беше отказано.
Credit memo has not been canceled.,Credit memo has not been canceled.
New Memo for #%1,New Memo for #%1
New Memo,Нова бележка
The credit memo's total must be positive.,The credit memo's total must be positive.
Cannot create online refund for Refund to Store Credit.,Cannot create online refund for Refund to Store Credit.
You created the credit memo.,You created the credit memo.
We can't save the credit memo right now.,We can't save the credit memo right now.
We can't update the item's quantity right now.,We can't update the item's quantity right now.
View Memo for #%1,View Memo for #%1
View Memo,Преглед на бележка
You voided the credit memo.,You voided the credit memo.
We can't void the credit memo.,We can't void the credit memo.
The order no longer exists.,Поръчката вече не съществува.
We can't create credit memo for the order.,We can't create credit memo for the order.
Edit Order,Редактирай поръчка
You sent the order email.,You sent the order email.
We can't send the email order right now.,We can't send the email order right now.
You have not put the order on hold.,You have not put the order on hold.
You put the order on hold.,You put the order on hold.
You canceled the invoice.,You canceled the invoice.
Invoice canceling error,Invoice canceling error
The invoice has been captured.,Фактурата беше прихваната.
The order does not allow an invoice to be created.,The order does not allow an invoice to be created.
You can't create an invoice without products.,You can't create an invoice without products.
New Invoice,Нова фактура
We can't save the invoice right now.,We can't save the invoice right now.
The invoice and the shipment  have been created. The shipping label cannot be created now.,The invoice and the shipment  have been created. The shipping label cannot be created now.
You created the invoice and shipment.,You created the invoice and shipment.
The invoice has been created.,Фактурата беше създадена.
We can't send the invoice email right now.,We can't send the invoice email right now.
We can't send the shipment right now.,We can't send the shipment right now.
Cannot update item quantity.,Невъзможно е актуализирането на количеството за продукт.
The invoice has been voided.,Фактурата беше маркирана като невалидна.
Invoice voiding error,Invoice voiding error
%1 order(s) cannot be canceled.,%1 order(s) cannot be canceled.
You cannot cancel the order(s).,You cannot cancel the order(s).
We canceled %1 order(s).,We canceled %1 order(s).
%1 order(s) were not put on hold.,%1 order(s) were not put on hold.
No order(s) were put on hold.,Няма задържани поръчки
You have put %1 order(s) on hold.,You have put %1 order(s) on hold.
%1 order(s) were not released from on hold status.,%1 order(s) were not released from on hold status.
No order(s) were released from on hold status.,No order(s) were released from on hold status.
%1 order(s) have been released from on hold status.,%1 order(s) have been released from on hold status.
There are no printable documents related to selected orders.,Няма документи за печат свързани със избраните доставки.
The payment has been accepted.,Плащането беше прието.
The payment has been denied.,Плащането беше отхвърлено.
Transaction has been approved.,Transaction has been approved.
Transaction has been voided/declined.,Transaction has been voided/declined.
There is no update for the transaction.,There is no update for the transaction.
We can't update the payment right now.,We can't update the payment right now.
You assigned the order status.,You assigned the order status.
Something went wrong while assigning the order status.,Something went wrong while assigning the order status.
We can't find this order status.,We can't find this order status.
Create New Order Status,Създай нов статус на поръчката
We found another order status with the same order status code.,We found another order status with the same order status code.
You saved the order status.,You saved the order status.
We can't add the order status right now.,We can't add the order status right now.
You have unassigned the order status.,You have unassigned the order status.
Something went wrong while unassigning the order.,Something went wrong while unassigning the order.
Can't unhold order.,Can't unhold order.
You released the order from holding status.,You released the order from holding status.
The order was not on hold.,The order was not on hold.
Exception occurred during order load,Exception occurred during order load
Something went wrong while saving the gift message.,Something went wrong while saving the gift message.
You saved the gift card message.,You saved the gift card message.
The payment has been voided.,Плащането беше анулирано.
We can't void the payment right now.,We can't void the payment right now.
Please correct the transaction ID and try again.,Please correct the transaction ID and try again.
The transaction details have been updated.,The transaction details have been updated.
We can't update the transaction details.,We can't update the transaction details.
Orders and Returns,Проверка на поръчка
You entered incorrect data. Please try again.,You entered incorrect data. Please try again.
We can't find this wish list.,We can't find this wish list.
"We could not add a product to cart by the ID ""%1"".","We could not add a product to cart by the ID ""%1""."
There is an error in one of the option rows.,Намерена е грешка в един от редовете опции.
Shipping Address: ,Shipping Address 
Billing Address: ,Адрес за плащане: 
Please specify order items.,Please specify order items.
This payment method is not available.,This payment method is not available.
Validation is failed.,Validation is failed.
You did not email your customer. Please check your email settings.,You did not email your customer. Please check your email settings.
"Path ""%1"" is not part of allowed directory ""%2""","Path ""%1"" is not part of allowed directory ""%2"""
Identifying Fields required,Identifying Fields required
Id required,Id required
A hold action is not available.,A hold action is not available.
You cannot remove the hold.,You cannot remove the hold.
Requested entity doesn't exist,Requested entity doesn't exist
Could not delete order address,Could not delete order address
Could not save order address,Could not save order address
Unknown State,Unknown State
"We found an invalid quantity to refund item ""%1"".","We found an invalid quantity to refund item ""%1""."
Maximum shipping amount allowed to refund is: %1,Maximum shipping amount allowed to refund is: %1
Could not delete credit memo,Could not delete credit memo
Could not save credit memo,Could not save credit memo
This order already has associated customer account,This order already has associated customer account
We cannot register an existing invoice,We cannot register an existing invoice
ID required,ID required
Unknown Status,Непознато състояние
Backordered,Върнато
Returned,Върнато
Partial,Частично
Mixed,Смесени
Registered a Void notification.,Registered a Void notification.
"If the invoice was created offline, try creating an offline credit memo.","If the invoice was created offline, try creating an offline credit memo."
We refunded %1 online.,We refunded %1 online.
We refunded %1 offline.,We refunded %1 offline.
"IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %1. Transaction ID: ""%2"". Credit Memo has not been created. Please create offline Credit Memo.","IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %1. Transaction ID: ""%2"". Credit Memo has not been created. Please create offline Credit Memo."
The credit memo has been created automatically.,The credit memo has been created automatically.
Registered notification about refunded amount of %1.,Registered notification about refunded amount of %1.
Canceled order online,Canceled order online
Canceled order offline,Canceled order offline
Approved the payment online.,Плащането одобрено онлайн.
There is no need to approve this payment.,Това плащане няма нужда от одобряване.
Denied the payment online,Denied the payment online
Registered update about approved payment.,Регистрирано обновяване за одобрено плащане.
Registered update about denied payment.,Registered update about denied payment.
There is no update for the payment.,Няма обновяване за това плащане.
Voided authorization.,Анулирана оторизация.
Amount: %1.,Amount: %1.
"Transaction ID: ""%1""","Transaction ID: ""%1"""
"The transaction ""%1"" cannot be captured yet.","The transaction ""%1"" cannot be captured yet."
